PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"37906643","Shift of the insoluble content of the proteome in the aging mouse brain","Molzahn C, Kuechler ER, Zemlyankina I, Nierves L, Ali T, Cole G, Wang J, Albu RF, Zhu M, Cashman NR, Gilch S, Karsan A, Lange PF, Gsponer J, Mayor T.","Proc Natl Acad Sci U S A. 2023 Nov 7;120(45):e2310057120. doi: 10.1073/pnas.2310057120. Epub 2023 Oct 31.","Molzahn C","Proc Natl Acad Sci U S A","2023","2023/10/31","PMC10636323","","10.1073/pnas.2310057120"
"11173120","Alternative splicing: increasing diversity in the proteomic world","Graveley BR.","Trends Genet. 2001 Feb;17(2):100-7. doi: 10.1016/s0168-9525(00)02176-4.","Graveley BR","Trends Genet","2001","2001/02/15","","","10.1016/s0168-9525(00)02176-4"
"28117457","The aliphatic amidase AmiE is involved in regulation of Pseudomonas aeruginosa virulence","Clamens T, Rosay T, Crépin A, Grandjean T, Kentache T, Hardouin J, Bortolotti P, Neidig A, Mooij M, Hillion M, Vieillard J, Cosette P, Overhage J, O'Gara F, Bouffartigues E, Dufour A, Chevalier S, Guery B, Cornelis P, Feuilloley MG, Lesouhaitier O.","Sci Rep. 2017 Jan 24;7:41178. doi: 10.1038/srep41178.","Clamens T","Sci Rep","2017","2017/01/25","PMC5259723","","10.1038/srep41178"
"22868267","The Notch signalling system: recent insights into the complexity of a conserved pathway","Guruharsha KG, Kankel MW, Artavanis-Tsakonas S.","Nat Rev Genet. 2012 Sep;13(9):654-66. doi: 10.1038/nrg3272. Epub 2012 Aug 7.","Guruharsha KG","Nat Rev Genet","2012","2012/08/08","PMC4369923","NIHMS480095","10.1038/nrg3272"
"15274122","Differential proteome analysis and mass spectrometric characterization of germ line development-related proteins of Caenorhabditis elegans","Bantscheff M, Ringel B, Madi A, Schnabel R, Glocker MO, Thiesen HJ.","Proteomics. 2004 Aug;4(8):2283-95. doi: 10.1002/pmic.200400807.","Bantscheff M","Proteomics","2004","2004/07/27","","","10.1002/pmic.200400807"
"32255430","A muscle-epidermis-glia signaling axis sustains synaptic specificity during allometric growth in Caenorhabditis elegans","Fan J, Ji T, Wang K, Huang J, Wang M, Manning L, Dong X, Shi Y, Zhang X, Shao Z, Colón-Ramos DA.","Elife. 2020 Apr 7;9:e55890. doi: 10.7554/eLife.55890.","Fan J","Elife","2020","2020/04/08","PMC7164957","","10.7554/eLife.55890"
"21070894","An analysis of the Caenorhabditis elegans lipid raft proteome using geLC-MS/MS","Rao W, Isaac RE, Keen JN.","J Proteomics. 2011 Feb 1;74(2):242-53. doi: 10.1016/j.jprot.2010.11.001. Epub 2010 Nov 8.","Rao W","J Proteomics","2011","2010/11/13","","","10.1016/j.jprot.2010.11.001"
"31676756","Autophagy is inhibited by ubiquitin ligase activity in the nervous system","Crawley O, Opperman KJ, Desbois M, Adrados I, Borgen MA, Giles AC, Duckett DR, Grill B.","Nat Commun. 2019 Nov 1;10(1):5017. doi: 10.1038/s41467-019-12804-3.","Crawley O","Nat Commun","2019","2019/11/03","PMC6825199","","10.1038/s41467-019-12804-3"
"28431247","The Ubiquitin Ligase CHIP Integrates Proteostasis and Aging by Regulation of Insulin Receptor Turnover","Tawo R, Pokrzywa W, Kevei É, Akyuz ME, Balaji V, Adrian S, Höhfeld J, Hoppe T.","Cell. 2017 Apr 20;169(3):470-482.e13. doi: 10.1016/j.cell.2017.04.003.","Tawo R","Cell","2017","2017/04/22","PMC5406386","","10.1016/j.cell.2017.04.003"
"35259017","Modeling protein dynamics in Caenorhabditis elegans embryos reveals that the PLK-1 gradient relies on weakly coupled reaction-diffusion mechanisms","Barbieri S, Nurni Ravi A, Griffin EE, Gotta M.","Proc Natl Acad Sci U S A. 2022 Mar 15;119(11):e2114205119. doi: 10.1073/pnas.2114205119. Epub 2022 Mar 8.","Barbieri S","Proc Natl Acad Sci U S A","2022","2022/03/08","PMC8931239","","10.1073/pnas.2114205119"
"15923143","Model-organism genomics in veterinary parasite drug-discovery","Gilleard JS, Woods DJ, Dow JA.","Trends Parasitol. 2005 Jul;21(7):302-5. doi: 10.1016/j.pt.2005.05.007.","Gilleard JS","Trends Parasitol","2005","2005/06/01","","","10.1016/j.pt.2005.05.007"
"17403899","CIF-1, a shared subunit of the COP9/signalosome and eukaryotic initiation factor 3 complexes, regulates MEL-26 levels in the Caenorhabditis elegans embryo","Luke-Glaser S, Roy M, Larsen B, Le Bihan T, Metalnikov P, Tyers M, Peter M, Pintard L.","Mol Cell Biol. 2007 Jun;27(12):4526-40. doi: 10.1128/MCB.01724-06. Epub 2007 Apr 2.","Luke-Glaser S","Mol Cell Biol","2007","2007/04/04","PMC1900047","","10.1128/MCB.01724-06"
"20163716","Proteome changes of Caenorhabditis elegans upon a Staphylococcus aureus infection","Bogaerts A, Beets I, Temmerman L, Schoofs L, Verleyen P.","Biol Direct. 2010 Feb 17;5:11. doi: 10.1186/1745-6150-5-11.","Bogaerts A","Biol Direct","2010","2010/02/19","PMC2834640","","10.1186/1745-6150-5-11"
"40347463","KINAID: an orthology-based kinase-substrate prediction and analysis tool for phosphoproteomics","Aman JM, Zhu AW, Wühr M, Shvartsman SY, Singh M.","Bioinformatics. 2025 May 6;41(5):btaf300. doi: 10.1093/bioinformatics/btaf300.","Aman JM","Bioinformatics","2025","2025/05/10","PMC12122078","","10.1093/bioinformatics/btaf300"
"26739451","Functional Interplay of Two Paralogs Encoding SWI/SNF Chromatin-Remodeling Accessory Subunits During Caenorhabditis elegans Development","Ertl I, Porta-de-la-Riva M, Gómez-Orte E, Rubio-Peña K, Aristizábal-Corrales D, Cornes E, Fontrodona L, Osteikoetxea X, Ayuso C, Askjaer P, Cabello J, Cerón J.","Genetics. 2016 Mar;202(3):961-75. doi: 10.1534/genetics.115.183533. Epub 2016 Jan 6.","Ertl I","Genetics","2016","2016/01/08","PMC4788132","","10.1534/genetics.115.183533"
"15843685","Nematode selenoproteome: the use of the selenocysteine insertion system to decode one codon in an animal genome?","Taskov K, Chapple C, Kryukov GV, Castellano S, Lobanov AV, Korotkov KV, Guigó R, Gladyshev VN.","Nucleic Acids Res. 2005 Apr 20;33(7):2227-38. doi: 10.1093/nar/gki507. Print 2005.","Taskov K","Nucleic Acids Res","2005","2005/04/22","PMC1083425","","10.1093/nar/gki507"
"28049353","Nicotine affects protein complex rearrangement in Caenorhabditis elegans cells","Sobkowiak R, Zielezinski A, Karlowski WM, Lesicki A.","Drug Chem Toxicol. 2017 Oct;40(4):470-483. doi: 10.1080/01480545.2016.1264411. Epub 2017 Jan 3.","Sobkowiak R","Drug Chem Toxicol","2017","2017/01/05","","","10.1080/01480545.2016.1264411"
"16673436","Caenorhabditis elegans as a screening tool for the endothelial cell-derived putative aging-related proteins detected by proteomic analysis","Ha MK, Soo Cho J, Baik OR, Lee KH, Koo HS, Chung KY.","Proteomics. 2006 Jun;6(11):3339-51. doi: 10.1002/pmic.200500395.","Ha MK","Proteomics","2006","2006/05/05","","","10.1002/pmic.200500395"
"12097166","Affinity capturing and gene assignment of soluble glycoproteins produced by the nematode Caenorhabditis elegans","Hirabayashi J, Hayama K, Kaji H, Isobe T, Kasai K.","J Biochem. 2002 Jul;132(1):103-14. doi: 10.1093/oxfordjournals.jbchem.a003186.","Hirabayashi J","J Biochem","2002","2002/07/05","","","10.1093/oxfordjournals.jbchem.a003186"
"27743511","Mitochondrial proteomic profiling reveals increased carbonic anhydrase II in aging and neurodegeneration","Pollard A, Shephard F, Freed J, Liddell S, Chakrabarti L.","Aging (Albany NY). 2016 Oct 10;8(10):2425-2436. doi: 10.18632/aging.101064.","Pollard A","Aging (Albany NY)","2016","2016/10/16","PMC5115898","","10.18632/aging.101064"
"23965338","Integration of cardiac proteome biology and medicine by a specialized knowledgebase","Zong NC, Li H, Li H, Lam MP, Jimenez RC, Kim CS, Deng N, Kim AK, Choi JH, Zelaya I, Liem D, Meyer D, Odeberg J, Fang C, Lu HJ, Xu T, Weiss J, Duan H, Uhlen M, Yates JR 3rd, Apweiler R, Ge J, Hermjakob H, Ping P.","Circ Res. 2013 Oct 12;113(9):1043-53. doi: 10.1161/CIRCRESAHA.113.301151. Epub 2013 Aug 21.","Zong NC","Circ Res","2013","2013/08/23","PMC4076475","NIHMS526610","10.1161/CIRCRESAHA.113.301151"
"32383586","In Vivo Fast Photochemical Oxidation of Proteins Using Enhanced Multiplexing Proteomics","Espino JA, King CD, Jones LM, Robinson RAS.","Anal Chem. 2020 Jun 2;92(11):7596-7603. doi: 10.1021/acs.analchem.0c00174. Epub 2020 May 21.","Espino JA","Anal Chem","2020","2020/05/09","PMC7815197","","10.1021/acs.analchem.0c00174"
"21920396","A proteomic approach to neuropeptide function elucidation","Temmerman L, Bogaerts A, Meelkop E, Cardoen D, Boerjan B, Janssen T, Schoofs L.","Peptides. 2012 Mar;34(1):3-9. doi: 10.1016/j.peptides.2011.08.025. Epub 2011 Sep 6.","Temmerman L","Peptides","2012","2011/09/17","","","10.1016/j.peptides.2011.08.025"
"19730827","Specific enrichment methods for glycoproteome research","Zhang L, Lu H, Yang P.","Anal Bioanal Chem. 2010 Jan;396(1):199-203. doi: 10.1007/s00216-009-3086-0.","Zhang L","Anal Bioanal Chem","2010","2009/09/05","","","10.1007/s00216-009-3086-0"
"17989133","Acrylamide-responsive genes in the nematode Caenorhabditis elegans","Hasegawa K, Miwa S, Isomura K, Tsutsumiuchi K, Taniguchi H, Miwa J.","Toxicol Sci. 2008 Feb;101(2):215-25. doi: 10.1093/toxsci/kfm276. Epub 2007 Nov 7.","Hasegawa K","Toxicol Sci","2008","2007/11/09","","","10.1093/toxsci/kfm276"
"36417880","Loss of MTCH-1 suppresses age-related proteostasis collapse through the inhibition of programmed cell death factors","Aman Y, Erinjeri AP, Tataridas-Pallas N, Williams R, Wellman R, Chapman H, Labbadia J.","Cell Rep. 2022 Nov 22;41(8):111690. doi: 10.1016/j.celrep.2022.111690.","Aman Y","Cell Rep","2022","2022/11/23","","","10.1016/j.celrep.2022.111690"
"19381582","Proteomic analysis of Caenorhabditis elegans","Jeong PY, Na K, Jeong MJ, Chitwood D, Shim YH, Paik YK.","Methods Mol Biol. 2009;519:145-69. doi: 10.1007/978-1-59745-281-6_10.","Jeong PY","Methods Mol Biol","2009","2009/04/22","","","10.1007/978-1-59745-281-6_10"
"24948787","Proteomic analysis reveals CACN-1 is a component of the spliceosome in Caenorhabditis elegans","Doherty MF, Adelmant G, Cecchetelli AD, Marto JA, Cram EJ.","G3 (Bethesda). 2014 Jun 19;4(8):1555-64. doi: 10.1534/g3.114.012013.","Doherty MF","G3 (Bethesda)","2014","2014/06/21","PMC4132184","","10.1534/g3.114.012013"
"18616929","Proteomic analysis uncovers a metabolic phenotype in C. elegans after nhr-40 reduction of function","Pohludka M, Simeckova K, Vohanka J, Yilma P, Novak P, Krause MW, Kostrouchova M, Kostrouch Z.","Biochem Biophys Res Commun. 2008 Sep 12;374(1):49-54. doi: 10.1016/j.bbrc.2008.06.115. Epub 2008 Jul 9.","Pohludka M","Biochem Biophys Res Commun","2008","2008/07/12","PMC3418689","NIHMS64977","10.1016/j.bbrc.2008.06.115"
"15888633","Identification of the hydrophobic glycoproteins of Caenorhabditis elegans","Fan X, She YM, Bagshaw RD, Callahan JW, Schachter H, Mahuran DJ.","Glycobiology. 2005 Oct;15(10):952-64. doi: 10.1093/glycob/cwi075. Epub 2005 May 11.","Fan X","Glycobiology","2005","2005/05/13","","","10.1093/glycob/cwi075"
"27957805","Systematic functional analysis of the Ras GTPase family unveils a conserved network required for anterograde protein trafficking","Caruso ME, Jenna S, Baillie DL, Bossé R, Simpson JC, Chevet E, Taouji S.","Proteomics. 2017 Jan;17(1-2). doi: 10.1002/pmic.201600302.","Caruso ME","Proteomics","2017","2016/12/14","","","10.1002/pmic.201600302"
"24953453","The topology of the growing human interactome data","Janjić V, Pržulj N.","J Integr Bioinform. 2014 Jun 23;11(2):238. doi: 10.2390/biecoll-jib-2014-238.","Janjić V","J Integr Bioinform","2014","2014/06/24","","","10.2390/biecoll-jib-2014-238"
"21609792","SPIRE: Systematic protein investigative research environment","Kolker E, Higdon R, Morgan P, Sedensky M, Welch D, Bauman A, Stewart E, Haynes W, Broomall W, Kolker N.","J Proteomics. 2011 Dec 10;75(1):122-6. doi: 10.1016/j.jprot.2011.05.009. Epub 2011 May 13.","Kolker E","J Proteomics","2011","2011/05/26","","","10.1016/j.jprot.2011.05.009"
"21685384","Caenorhabditis elegans evolves a new architecture for the multi-aminoacyl-tRNA synthetase complex","Havrylenko S, Legouis R, Negrutskii B, Mirande M.","J Biol Chem. 2011 Aug 12;286(32):28476-87. doi: 10.1074/jbc.M111.254037. Epub 2011 Jun 17.","Havrylenko S","J Biol Chem","2011","2011/06/21","PMC3151090","","10.1074/jbc.M111.254037"
"12487631","Species-specific protein sequence and fold optimizations","Dumontier M, Michalickova K, Hogue CW.","BMC Bioinformatics. 2002 Dec 17;3:39. doi: 10.1186/1471-2105-3-39. Epub 2002 Dec 17.","Dumontier M","BMC Bioinformatics","2002","2002/12/19","PMC139977","","10.1186/1471-2105-3-39"
"19837596","The lifespan-promoting effect of acetic acid and Reishi polysaccharide","Chuang MH, Chiou SH, Huang CH, Yang WB, Wong CH.","Bioorg Med Chem. 2009 Nov 15;17(22):7831-40. doi: 10.1016/j.bmc.2009.09.002. Epub 2009 Sep 6.","Chuang MH","Bioorg Med Chem","2009","2009/10/20","","","10.1016/j.bmc.2009.09.002"
"24564547","Cluster based prediction of PDZ-peptide interactions","Kundu K, Backofen R.","BMC Genomics. 2014;15 Suppl 1(Suppl 1):S5. doi: 10.1186/1471-2164-15-S1-S5. Epub 2014 Jan 24.","Kundu K","BMC Genomics","2014","2014/02/26","PMC4046824","","10.1186/1471-2164-15-S1-S5"
"31308550","EPIC: software toolkit for elution profile-based inference of protein complexes","Hu LZ, Goebels F, Tan JH, Wolf E, Kuzmanov U, Wan C, Phanse S, Xu C, Schertzberg M, Fraser AG, Bader GD, Emili A.","Nat Methods. 2019 Aug;16(8):737-742. doi: 10.1038/s41592-019-0461-4. Epub 2019 Jul 15.","Hu LZ","Nat Methods","2019","2019/07/17","PMC7995176","NIHMS1678962","10.1038/s41592-019-0461-4"
"32109602","Causes and consequences of mitochondrial proteome size variation in animals","Muthye V, Lavrov DV.","Mitochondrion. 2020 May;52:100-107. doi: 10.1016/j.mito.2020.02.007. Epub 2020 Feb 25.","Muthye V","Mitochondrion","2020","2020/02/29","","","10.1016/j.mito.2020.02.007"
"28956717","More stressed out with age? Check your RNA granule aggregation","Lechler MC, David DC.","Prion. 2017 Sep 3;11(5):313-322. doi: 10.1080/19336896.2017.1356559.","Lechler MC","Prion","2017","2017/09/29","PMC7030885","","10.1080/19336896.2017.1356559"
"25963617","Exploring proteome-wide occurrence of clusters of charged residues in eukaryotes","Belmabrouk S, Kharrat N, Benmarzoug R, Rebai A.","Proteins. 2015 Jul;83(7):1252-61. doi: 10.1002/prot.24823. Epub 2015 May 22.","Belmabrouk S","Proteins","2015","2015/05/13","","","10.1002/prot.24823"
"25059608","Identification of novel protein functions and signaling mechanisms by genetics and quantitative phosphoproteomics in Caenorhabditis elegans","Fredens J, Engholm-Keller K, Møller-Jensen J, Larsen MR, Færgeman NJ.","Methods Mol Biol. 2014;1188:107-24. doi: 10.1007/978-1-4939-1142-4_9.","Fredens J","Methods Mol Biol","2014","2014/07/26","","","10.1007/978-1-4939-1142-4_9"
"19955089","Quantitative proteomics by metabolic labeling of model organisms","Gouw JW, Krijgsveld J, Heck AJ.","Mol Cell Proteomics. 2010 Jan;9(1):11-24. doi: 10.1074/mcp.R900001-MCP200. Epub 2009 Nov 19.","Gouw JW","Mol Cell Proteomics","2010","2009/12/04","PMC2808257","","10.1074/mcp.R900001-MCP200"
"30248088","Proteome-scale relationships between local amino acid composition and protein fates and functions","Cascarina SM, Ross ED.","PLoS Comput Biol. 2018 Sep 24;14(9):e1006256. doi: 10.1371/journal.pcbi.1006256. eCollection 2018 Sep.","Cascarina SM","PLoS Comput Biol","2018","2018/09/25","PMC6171957","","10.1371/journal.pcbi.1006256"
"16943775","Sperm chromatin proteomics identifies evolutionarily conserved fertility factors","Chu DS, Liu H, Nix P, Wu TF, Ralston EJ, Yates JR 3rd, Meyer BJ.","Nature. 2006 Sep 7;443(7107):101-5. doi: 10.1038/nature05050. Epub 2006 Aug 30.","Chu DS","Nature","2006","2006/09/01","PMC2731558","NIHMS96575","10.1038/nature05050"
"11910018","Structural genomics: a pipeline for providing structures for the biologist","Chance MR, Bresnick AR, Burley SK, Jiang JS, Lima CD, Sali A, Almo SC, Bonanno JB, Buglino JA, Boulton S, Chen H, Eswar N, He G, Huang R, Ilyin V, McMahan L, Pieper U, Ray S, Vidal M, Wang LK.","Protein Sci. 2002 Apr;11(4):723-38. doi: 10.1110/ps.4570102.","Chance MR","Protein Sci","2002","2002/03/23","PMC2373525","","10.1110/ps.4570102"
"23347231","Development of a method to quantitate nematode pheromone for study of small-molecule metabolism in Caenorhabditis elegans","Kim KY, Joo HJ, Kwon HW, Kim H, Hancock WS, Paik YK.","Anal Chem. 2013 Mar 5;85(5):2681-8. doi: 10.1021/ac4001964. Epub 2013 Feb 14.","Kim KY","Anal Chem","2013","2013/01/26","","","10.1021/ac4001964"
"16309560","The EH1 motif in metazoan transcription factors","Copley RR.","BMC Genomics. 2005 Nov 27;6:169. doi: 10.1186/1471-2164-6-169.","Copley RR","BMC Genomics","2005","2005/11/29","PMC1310626","","10.1186/1471-2164-6-169"
"22638579","SteinerNet: a web server for integrating 'omic' data to discover hidden components of response pathways","Tuncbag N, McCallum S, Huang SS, Fraenkel E.","Nucleic Acids Res. 2012 Jul;40(Web Server issue):W505-9. doi: 10.1093/nar/gks445. Epub 2012 May 25.","Tuncbag N","Nucleic Acids Res","2012","2012/05/29","PMC3394335","","10.1093/nar/gks445"
"12421750","Signatures of domain shuffling in the human genome","Kaessmann H, Zöllner S, Nekrutenko A, Li WH.","Genome Res. 2002 Nov;12(11):1642-50. doi: 10.1101/gr.520702.","Kaessmann H","Genome Res","2002","2002/11/08","PMC187552","","10.1101/gr.520702"
"24324795","Molecular strategies of the Caenorhabditis elegans dauer larva to survive extreme desiccation","Erkut C, Vasilj A, Boland S, Habermann B, Shevchenko A, Kurzchalia TV.","PLoS One. 2013 Dec 4;8(12):e82473. doi: 10.1371/journal.pone.0082473. eCollection 2013.","Erkut C","PLoS One","2013","2013/12/11","PMC3853187","","10.1371/journal.pone.0082473"
"31252012","Analysis of Caenorhabditis elegans phosphoproteome reveals the involvement of a molecular chaperone, HSP-90 protein during Salmonella enterica Serovar Typhi infection","Balasubramaniam B, Vinitha T, Deepika S, JebaMercy G, VenkataKrishna LM, Balamurugan K.","Int J Biol Macromol. 2019 Sep 15;137:620-646. doi: 10.1016/j.ijbiomac.2019.06.085. Epub 2019 Jun 26.","Balasubramaniam B","Int J Biol Macromol","2019","2019/06/29","","","10.1016/j.ijbiomac.2019.06.085"
"24889636","Metformin promotes lifespan through mitohormesis via the peroxiredoxin PRDX-2","De Haes W, Frooninckx L, Van Assche R, Smolders A, Depuydt G, Billen J, Braeckman BP, Schoofs L, Temmerman L.","Proc Natl Acad Sci U S A. 2014 Jun 17;111(24):E2501-9. doi: 10.1073/pnas.1321776111. Epub 2014 Jun 2.","De Haes W","Proc Natl Acad Sci U S A","2014","2014/06/04","PMC4066537","","10.1073/pnas.1321776111"
"29140531","An update on sORFs.org: a repository of small ORFs identified by ribosome profiling","Olexiouk V, Van Criekinge W, Menschaert G.","Nucleic Acids Res. 2018 Jan 4;46(D1):D497-D502. doi: 10.1093/nar/gkx1130.","Olexiouk V","Nucleic Acids Res","2018","2017/11/16","PMC5753181","","10.1093/nar/gkx1130"
