Gene	Synonyms
FBti0062478	Tom1
FBgn0029526	CR18166
FBti0060709	gypsy6
FBgn0004198	ct
FBgn0053548	SmydA-8
FBgn0030795	ppk28
FBti0061351	INE-1
FBgn0267032	CR45476
FBgn0029816	CG12729
FBgn0022355	Tsf1
FBti0061331	INE-1
FBti0019562	FB
FBti0019625	Stalker2
FBgn0025835	CG17707
FBgn0263630	mir-3641
FBgn0266352	CR45001
FBgn0026874	CG13358
FBgn0030889	CG15373
FBgn0267181	CR45621
FBgn0029961	Ir7a
FBgn0029700	CG15576
FBgn0025381	rush
FBgn0267050	CG45494
FBgn0045073	Stim
FBgn0259231	CCKLR-17D1
FBgn0030998	CG14195
FBgn0040923	CG11368
FBgn0261849	CG42781
FBti0059696	FB; kek5-FB-NOF
FBgn0026089	CG14817
FBgn0015818	Spx
FBgn0030703	MSBP
FBgn0030258	CG1552
FBgn0029881	pigs
FBti0019624	hopper
FBgn0030742	CG9919
FBgn0086368	tw
FBgn0030555	Fbxl4
FBti0019553	roo
FBgn0266434	CG45064
FBgn0029067	Dd
FBgn0053557	CG33557
FBgn0267084	CR45528
FBgn0030841	CG8568
FBgn0030319	CG2533
FBti0062889	INE-1
FBgn0030882	Gss1
FBti0061119	INE-1
FBgn0052645	CG32645
FBgn0030797	CG13004
FBgn0030027	CG1632
FBgn0029649	CG4116
FBgn0053497	Sdic2
FBgn0040356	CG12498
FBgn0029819	Usp30
FBti0019597	roo
FBgn0266376	CR45018
FBgn0285947	RpS10b
FBgn0030026	sni
FBgn0030245	CG1637
FBgn0030625	CG5877
FBgn0029877	CG17717
FBgn0053236	CG33236
FBgn0040395	Unc-76
FBti0062383	Burdock
FBti0063633	INE-1
FBgn0030217	CG2124
FBgn0263994	CG43737
FBgn0030434	Brms1
FBgn0030793	Rai1
FBgn0004957	por
FBgn0030657	cerv
FBgn0021742	C901
FBti0019599	jockey
FBti0060038	INE-1
FBgn0023541	Cyp4d14
FBti0062748	INE-1
FBgn0263628	CR43637
FBgn0029745	Rpn13R
FBgn0267967	corolla
FBgn0031065	CG14234
FBti0062479	gypsy7
FBti0063412	INE-1
FBgn0266707	CR45197
FBti0062945	diver2
FBgn0001092	Gapdh2
FBgn0020909	Rtc1
FBgn0003655	swa
FBti0063004	INE-1
FBgn0003392	shi
FBgn0027296	temp
FBgn0267184	CR45624
FBgn0052813	CG32813
FBgn0000173	ben
FBgn0029730	boil
FBgn0026428	HDAC6
FBgn0262853	CR43217
FBti0019520	G3
FBti0060475	flea
FBgn0029719	CG15473
FBgn0030289	GCS1
FBgn0264077	Cnx14D
FBgn0025393	CG14795
FBti0064087	INE-1
FBgn0067861	Sdic1
FBgn0040398	CG14629
FBgn0030058	CG11294
FBgn0041210	HDAC4
FBgn0030680	CG8944
FBgn0030477	dmrt11E
FBti0019565	pogo
FBgn0029648	CG3603
FBti0061850	INE-1
FBgn0029539	CG11663
FBgn0029778	RhoGAP5A
FBgn0004370	Ptp10D
FBti0062566	INE-1
FBgn0004924	Top1
FBgn0264444	CR43862
FBgn0267169	CR45609
FBgn0001189	hfw
FBgn0267090	CR45534
FBgn0264948	CR44117
FBgn0267078	CR45522
FBgn0030952	CG12609
FBgn0030891	Ada3
FBti0060201	springer
FBgn0030376	CG2750
FBgn0031040	CG14210
FBgn0263257	Cngl
FBgn0267225	CR45665
FBgn0003210	rb
FBti0019615	roo
FBgn0040918	schlank
FBgn0031018	narya
FBti0019058	Doc
FBgn0261085	Syt12
FBgn0262283	mir-985
FBti0062868	INE-1
FBgn0022770	Peritrophin-A
FBgn0002707	mei-9
FBti0215394	aurora
FBgn0263072	CG43347
FBti0062959	INE-1
FBgn0262485	CG43075
FBgn0029990	CG2233
FBgn0260225	CR42499
FBti0019609	jockey
FBgn0004102	oc
FBgn0030696	CG8509
FBgn0040234	c12.2
FBgn0286508	Had1
FBti0063526	INE-1
FBgn0011760	ctp
FBgn0031142	r-cup
FBti0061115	G5A
FBgn0085359	CG34330
FBti0062439	jockey2
FBgn0030894	Mvb12
FBgn0030887	CG6867
FBgn0265598	Bx
FBgn0261609	eIF2alpha
FBgn0029817	CG15764
FBgn0011770	Gip
FBgn0030883	CG7772
FBgn0030479	Rbp1-like
FBgn0031042	CG14221
FBgn0260482	CG32599
FBgn0030659	CG9215
FBgn0029946	CG15034
FBgn0265901	CR44690
FBgn0029596	CG14054
FBti0060163	Stalker3
FBgn0030521	CtsB
FBgn0014465	Cp7Fb
FBgn0011834	Ser6
FBgn0004656	fs(1)h
FBti0061599	INE-1
FBgn0054015	CG34015
FBti0062743	INE-1
FBgn0025882	MeU6-A47
FBgn0030374	CG15734
FBgn0000459	disco
FBgn0085813	CR41602
FBgn0023520	CG3857
FBgn0030575	CG5321
FBgn0085361	CG34332
FBgn0083001	Psi28S-1192a
FBti0019067	roo
FBgn0030400	Pits
FBgn0028341	Ptpmeg2
FBti0063996	HB
FBti0063956	Cr1a
FBgn0030596	CG12398
FBgn0031011	CG8034
FBti0063044	INE-1
FBgn0263997	CG43740
FBgn0030715	Or13a
FBgn0031134	CG1314
FBti0019670	mariner2
FBgn0025387	Alms1b
FBgn0052706	CG32706
FBgn0288737	CG46512
FBgn0030109	CG12121
FBgn0263213	CR43383
FBgn0029693	Cmtr1
FBgn0030851	CG8326
FBgn0267033	mamo
FBgn0283680	IP3K2
FBgn0030792	CG4789
FBgn0053172	CG33172
FBgn0027093	ArgRS
FBgn0023511	Edem1
FBti0062477	transib3
FBti0062965	INE-1
FBti0019600	jockey
FBgn0030587	CG9522
FBgn0263457	CR43480
FBgn0030798	CG13003
FBgn0031161	CG15445
FBti0019700	Cr1a
FBgn0030836	CG8664
FBti0063306	INE-1
FBgn0029687	Vap33
FBgn0030671	Hap40
FBti0060162	ZAM
FBgn0000719	fog
FBti0061196	INE-1
FBti0060516	H
FBgn0266005	CR44779
FBti0063906	INE-1
FBgn0030136	RpS28b
FBgn0030306	Spase25
FBgn0027280	orion
FBgn0030610	Cox17
FBgn0030933	CG6470
FBgn0043903	dome
FBti0061147	INE-1
FBgn0030541	CG11584
FBgn0040368	eIF4E7
FBgn0030605	ND-B18
FBgn0260871	CG42581
FBgn0288740	CG46515
FBti0060199	mdg1
FBgn0267912	CanA-14F
FBti0061150	INE-1
FBgn0262866	S6kII
FBgn0029861	CG3815
FBti0063594	INE-1
FBgn0029672	CG2875
FBgn0267520	CR45860
FBgn0044817	Ste12DOR
FBti0062881	3S18
FBgn0261703	gce
FBgn0030360	CG1806
FBgn0265691	CR44498
FBgn0264394	CR43842
FBgn0040931	NdufA3
FBgn0024360	MTPAP
FBgn0030266	CG11122
FBgn0030757	CG9902
FBgn0023526	CG2865
FBgn0010198	RpS15Aa
FBgn0030246	CG1582
FBgn0030759	CG13014
FBti0060646	baggins
FBgn0266284	Ns3
FBgn0030828	CG5162
FBgn0029835	CG5921
FBgn0029665	CG14270
FBgn0030354	Upf1
FBti0019074	X
FBti0019630	roo
FBti0019723	transib4
FBti0019054	F
FBgn0029828	CG6067
FBgn0029971	ND-MNLL
FBgn0029968	Ir7g
FBgn0265727	CR44534
FBgn0266275	CR44960
FBgn0061200	Nup153
FBti0061622	INE-1
FBgn0040349	CG3699
FBgn0069938	Cnep1r1
FBti0019055	opus
FBti0019051	roo
FBgn0030386	CG2574
FBti0062297	INE-1
FBti0059687	FB; rdgA[FB.1626]
FBgn0040365	CG14628
FBgn0085446	CG34417
FBgn0262850	CR43214
FBgn0031093	CG9581
FBgn0000709	fliI
FBgn0039966	Rab21
FBgn0023506	Es2
FBti0064207	INE-1
FBgn0031021	ND-18
FBgn0052582	CR32582
FBti0059936	HeT-A
FBgn0031149	Stt3A
FBgn0000808	gd
FBgn0024998	CG2685
FBgn0265865	CR44654
FBti0019660	I
FBgn0264738	CG43996
FBti0063671	INE-1
FBgn0052564	CG32564
FBgn0030582	CG14411
FBti0019638	jockey2
FBgn0017561	Ork1
FBti0060479	HMS-Beagle
FBgn0085360	CG34331
FBgn0040942	CG12643
FBgn0029686	Glos
FBti0063377	INE-1
FBti0064232	Bari1
FBgn0029552	CG14631
FBti0059960	INE-1
FBgn0267098	CR45538
FBgn0263627	CR43636
FBti0063600	INE-1
FBti0064220	INE-1
FBgn0030028	Corp
FBgn0030396	mdu
FBgn0044030	mRpS14
FBgn0030955	CG6891
FBgn0020369	Rpt6
FBgn0052695	CG32695
FBgn0030613	Rab3-GEF
FBti0062703	INE-1
FBgn0262686	CG43156
FBgn0267086	CR45530
FBti0019062	S
FBgn0030655	CG9213
FBgn0267524	CR45864
FBgn0040066	wds
FBgn0040339	MED22
FBgn0030853	ND-24
FBgn0029785	RpL35
FBgn0004654	Pgd
FBgn0004655	wapl
FBgn0262201	mir-973
FBgn0011981	Ser-AGA-3-2
FBgn0030067	Rbm13
FBgn0030666	CG12708
FBgn0040352	CG14416
FBti0061335	INE-1
FBgn0004860	ph-d
FBgn0015926	dah
FBgn0030964	Pvf1
FBgn0014133	bif
FBgn0040344	Lztr1
FBgn0031052	Elys
FBti0062441	Tc1-2
FBgn0267080	CR45524
FBgn0086666	Psi28S-2179
FBti0061164	INE-1
FBgn0286869	CR46391
FBgn0030313	Reepl1
FBti0061940	INE-1
FBgn0025631	moody
FBgn0287667	CR46494
FBgn0030272	CG15201
FBti0062765	INE-1
FBti0061102	jockey
FBgn0030243	CG2186
FBti0063525	INE-1
FBgn0029932	CG4607
FBgn0029504	CHES-1-like
FBgn0003416	sl
FBgn0052532	CG32532
FBgn0052762	CG32762
FBgn0261834	CG42766
FBti0061884	INE-1
FBgn0040340	TRAM
FBti0062258	Rt1b
FBgn0264385	CR43837
FBgn0052666	Drak
FBgn0030342	CG10347
FBti0063634	INE-1
FBti0019071	pogo
FBgn0030577	CG5334
FBgn0262968	CR43279
FBgn0067052	Rab9D
FBti0019587	Quasimodo
FBgn0266182	CR44888
FBgn0029825	CG12728
FBti0019069	mdg3
FBgn0263542	mir-4954
FBgn0029974	dpr14
FBgn0030077	CG15365
FBti0063552	INE-1
FBgn0030595	CG14406
FBgn0263590	CR43615
FBgn0262685	CG43155
FBgn0024983	CG4293
FBgn0267091	CR45535
FBgn0265966	CR44753
FBgn0030089	AP-1gamma
FBti0019544	roo
FBti0019592	Tirant
FBgn0265701	CR44508
FBgn0266097	CR44834
FBgn0030034	CG10555
FBgn0040650	CG15456
FBgn0030884	CG6847
FBgn0030003	CG2116
FBti0019080	Transpac
FBgn0030296	CG15196
FBgn0030892	Swt1
FBti0063351	INE-1
FBgn0030886	CG12672
FBgn0053252	CG33252
FBgn0052803	Ldaf1
FBgn0265916	CR44705
FBgn0030251	CG2145
FBgn0040354	CG14418
FBgn0001624	dlg1
FBti0062680	INE-1
FBgn0266361	CR45009
FBgn0267275	CR45711
FBgn0026323	Tak1
FBgn0265965	CR44752
FBti0060084	copia
FBgn0030343	ATP7
FBgn0030816	CG16700
FBti0062240	INE-1
FBgn0029716	CG3546
FBti0019672	Rt1c
FBgn0029763	Usp16-45
FBgn0030880	CG6788
FBti0019594	transib4
FBgn0052569	TwdlZ
FBgn0259245	DIP-beta
FBgn0010294	ng2
FBgn0260986	mei-38
FBti0062769	INE-1
FBti0063336	INE-1
FBti0063732	jockey
FBti0060133	Stalker4
FBti0061319	Tom1
FBgn0264395	CG43843
FBti0059699	S
FBgn0262395	mir-12
FBgn0267167	CR45607
FBgn0030204	Or9a
FBti0064224	INE-1
FBgn0030877	Arp8
FBgn0029702	CG15572
FBti0063024	INE-1
FBgn0262967	CR43278
FBgn0085443	spri
FBgn0267073	CR45517
FBti0063332	INE-1
FBgn0030664	CG8119
FBgn0052704	Ir8a
FBgn0011977	Ser-CGA-1-3
FBgn0003747	Gr5a
FBgn0030005	CG2120
FBti0019616	springer
FBgn0264500	CR43899
FBgn0267062	CR45506
FBgn0030994	HP1D3csd
FBti0062298	INE-1
FBgn0030683	Mvd
FBgn0262187	mir-970
FBgn0030234	CG15211
FBti0060672	R1A1
FBgn0031010	CG8028
FBgn0053244	CG33244
FBgn0001090	bnb
FBgn0029854	CG3566
FBti0060713	rover
FBgn0015773	NetA
FBti0061851	INE-1
FBgn0004956	upd1
FBti0061198	INE-1
FBgn0015799	Rbf
FBti0061812	INE-1
FBti0019668	R1A1
FBgn0000152	Axs
FBgn0261954	east
FBti0061606	INE-1
FBti0019720	HB
FBgn0030699	CG8578
FBgn0085350	inaF-C
FBgn0263665	CR43656
RR43222_transposable_element	Dm88; RR43222
FBgn0023527	CG3071
FBgn0030731	Mfe2
FBti0063324	INE-1
FBti0060003	INE-1
FBgn0003345	sd
FBgn0259926	CG42449
FBgn0011949	Arg-TCG-3-2
FBgn0030645	Alg14
FBti0059709	FB; CG17600-FB-NOF
FBgn0029818	GAA1
FBgn0030298	Or10a
FBgn0262163	betaNACtes5
FBgn0260873	CG42583
FBgn0025615	Torsin
FBgn0029907	Atx-1
FBti0061169	INE-1
FBgn0262263	mir-969
FBgn0025641	DAAM
FBti0019523	3S18
FBti0062940	Stalker4
FBti0019690	blood
FBgn0264381	CR43833
FBgn0267058	CR45502
FBgn0022942	Cbp80
FBgn0024366	CG11409
FBti0019731	transib2
FBgn0025111	Ant2
FBgn0030855	CG5800
FBgn0030040	CG15347
FBgn0030543	CG11585
FBgn0031023	CG14200
FBgn0267186	CR45626
FBti0062784	INE-1
FBgn0023521	CG3587
FBgn0262740	Evi5
FBgn0030518	CG11134
FBti0060182	mdg1
FBti0060579	G
FBti0063617	INE-1
FBgn0263830	CG40486
FBgn0027335	Rip11
FBgn0052797	CG32797
FBti0019650	Rt1c
FBgn0052675	Tango5
FBgn0015336	CG15865
FBti0063474	INE-1
FBgn0052732	Setd3
FBgn0031127	CG1835
FBti0063322	INE-1
FBgn0003390	shf
FBgn0023514	CG14805
FBti0019718	hopper
FBgn0030316	CG11695
FBgn0262822	CR43193
FBgn0027498	CG2061
FBgn0262454	mir-1007
FBti0019726	NOF; CG17600-FB-NOF
FBgn0031115	CG11710
FBgn0266430	CG45060
FBti0019545	HMS-Beagle
FBgn0030790	CG4768
FBgn0030733	UQCR-14
FBti0063532	INE-1
FBgn0028491	CG2930
FBgn0260869	CG42579
FBgn0030562	CG9400
FBgn0001218	Hsc70-3
FBgn0265524	CR44374
FBgn0061196	CG15468
FBti0060010	INE-1
FBgn0267034	CR45478
FBgn0030764	CG9777
FBti0061670	INE-1
FBgn0030318	rho-4
FBgn0031098	CG17068
FBgn0262874	CG43229
FBti0063307	INE-1
FBgn0031043	Naa20A
FBgn0263207	CR43377
FBgn0053218	CR33218
FBgn0024995	CG2680
FBgn0265875	CR44664
FBti0060045	INE-1
FBgn0029769	frma
FBgn0029814	CG15765
FBgn0267173	CR45613
FBgn0267273	CR45709
FBgn0263237	Cdk7
FBgn0029751	CG17764
FBgn0024992	Spg7
FBgn0027546	CG4766
FBti0062921	invader3
FBti0062283	ninja-Dsim-like
FBgn0261610	CG42699
FBgn0263578	mir-4916
FBti0019666	jockey
FBti0063654	INE-1
FBgn0031141	CG1304
FBti0062721	INE-1
FBgn0030060	CG2004
FBgn0266647	CG45154
FBgn0030576	CG15890
FBgn0030108	Gr8a
FBgn0030869	Socs16D
FBgn0266095	CR44832
FBgn0030377	CG1924
FBgn0083012	Psi28S-1135a
FBgn0031070	CG12702
FBgn0030640	CG6294
FBgn0011826	Pp2B-14D
FBgn0263504	CR43493
FBgn0029688	lva
FBgn0023535	arg
FBgn0052773	CR32773
FBti0019584	pogo
FBti0148143	Y
FBti0019664	Rt1c
FBti0060666	baggins
FBti0063386	INE-1
FBti0063656	INE-1
FBgn0029995	CG2256
FBgn0266263	CR44958
FBgn0023529	Grp170
FBgn0029696	CG15571
FBgn0267517	CR45857
FBgn0262849	CR43213
FBgn0027084	LysRS
FBgn0029843	Nep1
FBgn0030447	CG2200
FBti0062977	INE-1
FBti0060111	Stalker4
FBgn0054026	CG34026
FBti0063338	INE-1
FBgn0264675	CR43960
FBti0060667	baggins
FBgn0030789	Rrp45
FBgn0030221	Rab9Db
FBgn0031034	CG14205
FBgn0053237	CG33237
FBgn0030725	CG8958
FBgn0010194	Wnt5
FBgn0052626	AMPdeam
FBgn0283559	mir-9377
FBti0061151	Rt1a
FBgn0030100	CG12106
FBgn0030086	CCT2
FBgn0029798	Rtel1
FBgn0030408	CG11085
FBgn0262990	CR43298
FBgn0263548	mir-4957
FBgn0029957	CG12155
FBti0061671	INE-1
FBgn0040383	CG5254
FBgn0023534	CG17778
FBgn0029754	CG15930
FBgn0261835	CR42767
FBgn0029535	CG14635
FBgn0030612	Dbct
FBgn0011974	Ser-AGA-1-1
FBgn0015286	Rala
FBgn0267045	CG45489
FBgn0250731	CR40454
FBgn0024991	CG2694
FBgn0261573	CoRest
FBti0019622	gypsy5
FBgn0267036	CR45480
FBti0063502	HB
FBgn0030661	Alp11
FBgn0267085	CR45529
FBgn0263258	chas
FBgn0030600	hiw
FBgn0005391	Yp2
FBgn0259190	Ir7d
FBgn0030807	CG13000
FBti0062943	Stalker4
FBti0063636	INE-1
FBgn0029720	CG3009
FBti0061143	INE-1
FBti0062919	invader3
FBgn0286809	xmas
FBgn0044047	Ilp6
FBti0061913	INE-1
FBti0062785	INE-1
FBti0019560	roo
FBgn0030629	CG9123
FBgn0000826	png
FBgn0264691	Lst8
FBgn0267055	CR45499
FBgn0267963	CR46243
FBgn0030323	Vlet
FBgn0027358	Tim9b
FBti0064205	INE-1
FBgn0031066	COX6B
FBti0062891	INE-1
FBgn0040342	CG3706
FBgn0030826	CG12995
FBgn0029942	CG2059
FBgn0030389	CG15927
FBti0019618	H
FBgn0026181	Rok
FBgn0265362	CG44303
FBgn0288736	CG46511
FBti0060047	INE-1
FBti0060519	INE-1
FBti0060647	baggins
FBgn0083041	Psi18S-1854b
FBgn0027359	Tim8
FBgn0024989	CG3777
FBti0019724	mariner2
FBgn0040392	CG14050
FBti0063901	Tirant
FBgn0259196	CG42300
FBti0061885	INE-1
FBgn0030928	CG15044
FBti0062978	BS
FBgn0030570	CG12540
FBti0019532	roo
FBti0019576	roo
FBgn0029737	Hgsnat
FBgn0030571	CG14414
FBgn0030840	p-cup
FBgn0004047	Yp3
FBgn0030761	CG9784
FBgn0016038	Vsp37A
FBgn0029824	CG3726
FBgn0000221	brn
FBti0215400	R1A1
FBgn0003079	Raf
FBti0060607	Stalker
FBgn0029518	CG13376
FBgn0029645	CG14422
FBti0064222	INE-1
FBgn0263567	mir-4915
FBgn0267089	CR45533
FBgn0029941	CG1677
FBgn0083228	Frq2
FBgn0286877	CG46399
FBgn0030017	CG2278
FBgn0000499	dsh
FBgn0030151	CG1354
FBgn0029729	CG12682
FBgn0040031	CG12061
FBti0061644	INE-1
FBgn0030465	CG15743
FBgn0011742	Arp2
FBgn0030915	CG6179
FBgn0029502	Coq7
FBgn0085771	CR40741
FBgn0026879	CG13364
FBgn0030320	CG2247
FBgn0262235	mir-983-1
FBgn0053239	CG33239
FBti0062888	jockey
FBgn0030522	amrt
FBgn0052712	CG32712
FBgn0013987	MAPk-Ak2
FBgn0040871	CG12479
FBgn0040850	CG15210
FBgn0029944	Dok
FBgn0030432	CG4404
FBti0063592	INE-1
FBti0064075	X
FBti0064208	INE-1
FBgn0085340	CR34311
FBgn0262687	CR43157
FBgn0005390	fs(1)M3
FBgn0040385	CG12496
FBgn0265532	CR44382
FBti0061129	HB
FBgn0262536	CG43090
FBgn0030674	HUWE1
FBgn0030301	HP5
FBgn0030481	CG1662
FBgn0039943	CG17168
FBgn0030704	CG15916
FBgn0000028	acj6
FBgn0030483	CG12725
FBgn0030684	CG8260
FBgn0030945	Ing3
FBgn0052581	sordd2
FBgn0267044	CG45488
FBgn0031058	CG14227
FBgn0262222	mir-971
FBgn0030187	CG2961
FBti0061915	INE-1
RR48310_transposable_element	G6; RR48310
FBgn0031000	Muc18B
FBgn0267741	CR46072
FBgn0030332	CG9360
FBti0062826	mdg3
FBgn0025800	Smox
FBgn0263748	CG43673
FBti0061877	INE-1
FBgn0262979	CR43287
FBti0062286	INE-1
FBgn0030734	ERp44
FBgn0040859	CR32658
FBgn0259162	RunxB
FBgn0266279	CR44964
FBgn0029812	Prosbeta2R1
FBti0019713	G2
FBgn0029866	CG3842
FBgn0004403	RpS14a
FBgn0264674	CR43959
FBgn0085819	CR41609
FBgn0065095	400
FBgn0052699	LPCAT
FBti0061356	INE-1
FBgn0027279	l(1)G0196
FBti0061245	S
FBti0019529	Rt1c
FBgn0030528	CG11095
FBgn0262266	mir-980
FBgn0000330	cm
FBgn0029733	CG6927
FBgn0266570	NO66
FBgn0263111	cac
FBgn0004227	nonA
FBgn0085353	CG34324
FBgn0030474	CG15747
FBgn0030457	CG12096
FBgn0026415	Idgf4
FBgn0030747	CG4301
FBgn0262980	CG43288
FBgn0052761	Glu-CTC-6-1Psi
FBgn0052591	CG32591
FBgn0065046	9B
FBgn0031118	RhoGAP19D
FBgn0052649	Coq8
FBgn0030540	CG11581
FBti0063638	INE-1
FBgn0259170	alpha-Man-Ia
FBgn0030011	Gbeta5
FBgn0029606	CG14052
FBti0061085	INE-1
FBgn0040348	CG3703
FBgn0266200	CR44895
FBgn0283469	Vps4
FBti0019620	HMS-Beagle
FBgn0262534	CG43088
FBgn0052821	CR32821
FBgn0003048	pcx
FBgn0287828	Pkcdelta
FBgn0029529	CG13365
FBgn0030085	CG6999
FBgn0259834	out
FBgn0031143	CG1532
FBgn0030881	CG12985
FBgn0052548	CG32548
FBgn0030260	CG1537
FBgn0259722	CG42376
FBgn0267087	CR45531
FBgn0029755	Sas10
FBgn0262730	dtn
FBgn0262335	mir-2492
FBti0061142	INE-1
FBgn0003028	ovo
FBgn0029801	CG15771
FBgn0031178	CG10918
FBgn0014026	RpL7A
FBti0019057	I
FBti0061918	INE-1
FBgn0052642	CG32642
FBgn0029996	UbcE2H
FBti0019687	G
FBgn0030691	Efhc1.1
FBti0062964	I
FBti0019685	Stalker
FBgn0029914	CG4558
FBgn0265534	CR44384
FBgn0030437	hec
FBgn0267442	CR45792
FBgn0040364	CG11378
FBti0019738	Juan
FBgn0261930	vnd
FBgn0054052	CR34052
FBgn0261245	sing
FBgn0053177	CG33177
FBgn0264383	CR43835
FBgn0052786	Gem4b
FBgn0030411	CG2540
FBti0061777	HB
FBgn0267519	CR45859
FBgn0015558	tty
RR48316_transposable_element	diver; RR48316
FBti0061171	INE-1
FBgn0030589	CG9519
FBgn0030349	CG10353
FBti0060066	INE-1
FBti0061617	INE-1
FBgn0030808	RhoGAP15B
FBti0019077	flea
FBgn0052512	CG32512
FBgn0039945	CG17159
FBgn0030330	Tango10
FBgn0015288	RpL22
FBti0062901	INE-1
FBgn0260238	CG42512
FBgn0029723	Proc-R
FBgn0029905	Nf-YC
FBgn0288735	CG46510
FBgn0016041	Tom40
FBgn0029752	TrxT
FBgn0040235	c12.1
FBgn0267100	CR45540
FBgn0031050	Arp10
FBgn0267071	CR45515
FBgn0259110	mmd
FBgn0083008	Psi28S-1135e
FBgn0030097	CG12115
FBgn0031091	Phf7
FBgn0030276	Dlic
FBgn0265458	CR44358
FBgn0040904	CG15577
FBgn0000618	e(y)2
FBgn0026206	mei-P26
FBgn0040028	CG17450
FBgn0004456	mew
FBgn0052702	Cubn
FBgn0030269	CDK2AP1
FBgn0024986	CG3719
FBgn0030364	Lsm12a
FBgn0040372	G9a
FBgn0029713	CG11436
FBti0019706	Helena
FBgn0020255	Ran
FBgn0259918	inaF-B
FBgn0030824	CG5070
FBgn0004687	Mlc-c
FBgn0014411	Vps26
FBti0060042	INE-1
FBgn0262341	mir-976
FBti0061594	INE-1
FBgn0040906	CG15579
FBti0060627	Stalker4
FBgn0030572	mRpS25
FBgn0288739	CG46514
FBgn0029809	CG15767
FBti0061883	INE-1
FBgn0062413	Ctr1A
FBgn0030966	shop
FBgn0263511	Vsx1
FBgn0262237	mir-2491
FBgn0052817	CG32817
FBti0062442	transib2
FBti0061350	INE-1
FBgn0030763	CG9782
FBgn0005427	ewg
FBti0060463	Juan
FBgn0040355	CG3526
FBti0019522	flea
FBgn0029810	CG12239
FBgn0030191	CG15306
FBti0062285	Q
FBgn0030794	CG13005
FBti0062739	INE-1
FBgn0052651	CG32651
FBti0019619	roo
FBgn0267083	CR45527
FBgn0001612	Grip91
FBgn0004143	nullo
FBgn0288745	CG46520
FBgn0267048	CG45492
FBti0059674	FB; rdgA[FB.1613]
FBgn0030218	CG1628
FBgn0002709	mei-218
FBgn0030868	CG12986
FBgn0087008	e(y)3
FBgn0029807	CG3108
FBgn0040467	Dlip1
FBgn0010380	AP-1-2beta
FBgn0052563	CG32563
FBgn0030800	Nprl2
FBti0062261	jockey2
FBti0061942	INE-1
FBgn0030929	CG15043
FBgn0267185	CR45625
FBgn0039942	CG17163
FBgn0029853	Josd
FBgn0264678	CR43963
FBti0064211	INE-1
FBgn0025743	mbt
FBgn0004170	sc
FBti0019610	mdg3; CG42395[iso-1]
FBgn0043796	CG12219
FBti0062770	INE-1
FBgn0266196	CR44891
FBti0062861	HeT-A
FBti0019059	copia
FBti0019087	pogo
FBti0064037	Tom1
FBgn0030439	CG12716
FBgn0004432	Cyp1
FBgn0030969	Usp39
FBgn0011758	B-H1
FBti0019748	HB
FBgn0030918	CG15056
FBti0060504	Stalker4
FBgn0030511	CG11158
FBgn0029834	CG5937
FBgn0264380	CR43832
FBti0063596	INE-1
FBti0060670	Dm88
FBgn0052677	X11Lbeta
FBgn0026015	Top3beta
FBgn0011276	HLH3B
FBgn0286881	CR46403
FBti0063475	INE-1
FBti0019049	diver
FBti0019079	BS
FBgn0052686	CG32686
FBgn0031197	CG17601
FBgn0030507	CG11164
FBgn0052750	CG32750
FBgn0040285	Scamp
FBgn0003204	ras
FBgn0064116	anox
FBti0019678	Ivk
FBgn0030569	CG9411
FBgn0030936	CG6481
FBgn0288729	CG46504
FBgn0030984	tgy
FBgn0023216	Parg
FBgn0030786	mRpL22
FBti0062438	jockey2
FBgn0030911	CR15061
FBgn0285992	CR46342
FBti0060049	invader1
FBti0061604	INE-1
FBgn0003360	sesB
FBti0062414	Tc1
FBti0060487	flea
FBgn0053639	CG33639
FBgn0040343	CG3713
FBgn0030247	CG15208
FBgn0030927	CG15046
FBgn0030802	DENR
FBgn0030788	Sap30
FBgn0004367	mei-41
FBgn0030015	CG10761
FBgn0030941	wgn
FBgn0003374	Sgs4
FBgn0040941	CG15308
FBgn0052603	CG32603
FBgn0030748	Traf-like
FBgn0031055	et
FBgn0024362	Naa30A
FBti0060181	mdg1
FBti0063522	INE-1
FBgn0030975	SdhBL
FBgn0052670	Rab9Fb
RR48304_transposable_element	RR48304
FBgn0003023	otu
FBgn0085387	shakB
FBgn0267021	CR45465
FBti0059772	jockey2
FBgn0026751	XRCC1
FBti0019091	S
FBgn0030947	CG6696
FBti0061778	mariner2
FBti0062443	hopper2
FBgn0010240	Lcch3
FBgn0030103	Obp8a
FBgn0262811	CG43182
FBgn0030662	Chsy
FBgn0030409	CG15728
FBti0019601	hopper
FBti0062869	INE-1
FBgn0030913	kairos
FBti0060459	TART-A
FBgn0024365	CG12773
FBti0061076	INE-1
FBti0061878	INE-1
FBgn0263220	Hk
FBgn0266277	CR44962
FBgn0010315	CycD
FBgn0030581	CG14408
FBgn0030999	Mur18B
FBgn0030120	CG17440
FBti0019635	HMS-Beagle
FBgn0025643	CG3588
FBgn0030107	CG15370
FBgn0026411	Lim1
FBgn0030459	CG12723
FBgn0029728	CG2861
FBti0060048	INE-1
FBgn0030099	CG12056
FBgn0023545	PIG-K
FBgn0029799	CG15772
FBgn0259228	C3G
FBti0019627	pogo; Kmn1[pogo108]
FBgn0030670	Pis
FBgn0028581	mei-217
FBgn0030551	CG11674
FBgn0265664	CR44471
FBgn0030261	CG15203
FBgn0031037	CG14207
